,Ticker,Basic EPS,date
2885,IFN,"['-', '3.69', '2.34', '1.09', '-1.29']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2886,IFRX,"['-', '-1.10', '-1.26', '-2.10', '-1.19']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2887,IFS,"['-', '15.51', '3.32', '12.78', '9.82']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2888,IGC,"['-', '-0.30', '-0.21', '-0.19', '-0.13']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
2889,DNUT,"['-', '-0.18', '-0.31', '-0.23', '-0.09']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2890,IGIC,"['-', '0.89', '0.69', '0.49', '0.53']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2891,IGMS,"['-', '-4.93', '-2.65', '-4.80', '-3.07']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2892,IH,"['-', '-0.69', '-1.07', '-7.15', '-0.39']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2893,IHD,"['-', '-0.20', '1.60', '-0.55', '-0.24']","['ttm', '2/28/2022', '2/28/2021', '2/29/2020', '2/28/2019']"
2894,IHG,"['-', '1.45', '-1.43', '2.10', '1.94']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2895,IHIT,"['-', '0.52', '-0.87', '1.01', '0.85']","['ttm', '2/28/2022', '2/28/2021', '2/29/2020', '2/28/2019']"
2896,IHS,"['-', '-0.09', '-0.98', '-1.29', '-0.40']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2897,IHTA,"['-', '0.31', '-0.47', '1.27', '0.89']","['ttm', '2/28/2022', '2/28/2021', '2/29/2020', '2/28/2019']"
2898,DOX,"['-', '4.47', '5.36', '3.73', '3.49']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
2899,IIPR,"['-', '4.69', '3.28', '2.06', '0.76']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2900,IKNA,"['-', '-1.22', '-3.16', '-1.20']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
2901,ILAG,"['-', '-0.08', '-0.06', '-0.07', '-0.08']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2902,ILMN,"['-', '5.07', '4.48', '6.81', '5.63']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2903,ILPT,"['-', '1.83', '1.26', '0.81', '1.16']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2904,IMAX,"['-', '-0.38', '-2.43', '0.76', '0.36']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2905,IMBBY,"['-', '-', '3.00', '1.58', '1.06']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
2906,FLR,"['-', '-3.29', '-3.10', '-10.87', '1.60']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2907,IMGN,"['-', '-0.68', '-0.25', '-0.70', '-1.20']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2908,IMGO,"['-', '-2.70', '-1.33', '-0.81']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
2909,IMH,"['-', '-0.18', '-4.15', '-0.38', '-6.89']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2910,IMKTA,"['-', '-', '13.06', '9.06', '4.14']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
2911,IMNM,"['-', '-2.14', '-5.26', '-2.38', '-1.79']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2912,IMNN,"['-', '-3.83', '-10.05', '-11.55', '-10.20']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2913,IMOS,"['-', '139.20', '65.40', '69.00', '27.40']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2914,IMPL,"['-', '-5.25', '-3.47', '-3.22']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
2915,IMRA,"['-', '-2.37', '-3.53', '-2.48', '-1.20']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2916,INAB,"['-', '-1.47', '-0.91', '-0.83', '-0.41']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2917,INBK,"['-', '4.85', '2.99', '2.51', '2.31']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2918,INCY,"['-', '4.30', '-1.36', '2.08', '0.52']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2919,INDB,"['-', '3.47', '3.64', '5.03', '4.41']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2920,INDI,"['-', '-1.25', '-0.96']","['ttm', '12/31/2021', '12/31/2020']"
2921,INDP,"['-', '-1.89', '-0.66']","['ttm', '12/31/2021', '12/31/2020']"
2922,INDT,"['-', '1.79', '-1.97', '-2.42', '0.72']","['ttm', '12/31/2021', '12/31/2020', '11/30/2020', '11/30/2019']"
2923,INFI,"['-', '-0.53', '-0.68', '-0.83', '-0.20']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2924,INFN,"['-', '-0.82', '-1.10', '-2.16', '-1.34']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2925,INFU,"['-', '0.07', '0.86', '0.07', '-0.05']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2926,FND,"['-', '2.71', '1.90', '1.51', '1.20']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2927,INFY,"['-', '0.70', '0.62', '0.55', '0.51']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
2928,ING,"['-', '1.23', '0.62', '1.23', '1.21']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2929,INKA,"['-', '-0.02', '-']","['ttm', '12/31/2021', '12/31/2020']"
2930,INKT,"['-', '-1.16', '-0.60', '-0.93']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
2931,INN,"['-', '-0.80', '-1.52', '0.65', '0.68']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2932,INNV,"['-', '-0.05', '-0.36', '0.18', '0.13']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
2933,INO,"['-', '-1.45', '-1.07', '-1.21', '-1.05']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2934,FOA,"['-', '-4.15', '8.66', '0.91']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
2935,FOCS,"['-', '0.18', '0.58', '-0.28', '-0.01']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2936,IMPP,"['-', '-0.79', '-0.01', '-0.01']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
2937,INOD,"['-', '-0.06', '0.03', '-0.06', '0.00']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2938,INPX,"['-', '-54.00', '-75.75', '-3.56k', '-95.35k']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2939,INSP,"['-', '-1.54', '-2.19', '-1.40', '-1.50']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2940,DSNKY,"['-', '34.94', '39.17', '66.40', '48.07']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
2941,INT,"['-', '1.17', '1.72', '2.71', '1.89']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2942,INTA,"['-', '-1.63', '-2.23', '-2.15', '-1.04']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
2943,INTR,"['-', '0.01', '-0.01', '0.22', '0.75']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2944,INVA,"['-', '3.24', '2.21', '1.55', '3.92']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2945,INVE,"['-', '0.02', '-0.34', '-0.13', '-0.30']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2946,INVH,"['-', '0.45', '0.35', '0.27', '-0.01']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2947,INVO,"['-', '-0.63', '-1.52', '-0.44', '-0.64']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2948,INVZ,"['-', '-1.54', '-0.63', '-0.52', '-0.43']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2949,INZY,"['-', '-2.40', '-5.11', '-1.30', '-0.46']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2950,IOBT,"['-', '-17.30', '-2.49', '-2.22']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
2951,IONM,"['-', '-0.24', '-2.05', '0.35', '0.60']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2952,IONQ,"['-', '-0.77', '-0.08']","['ttm', '12/31/2021', '12/31/2020']"
2953,IONS,"['-', '-0.20', '-3.23', '2.12', '2.09']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2954,IOR,"['-', '0.86', '1.01', '0.99', '1.97']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2955,IPA,"['-', '-0.85', '-0.45', '-0.35', '-0.60']","['ttm', '4/30/2022', '4/30/2021', '4/30/2020', '4/30/2019']"
2956,IPAR,"['-', '2.76', '1.21', '1.92', '1.72']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2957,IPHA,"['-', '-0.66', '-0.81', '-0.31', '0.05']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2958,IPI,"['-', '19.07', '-2.09', '1.10', '0.90']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2959,IMPUY,"['-', '-', '59.96', '20.66', '2.05']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
2960,IPWR,"['-', '-0.80', '-2.20', '-2.38', '-5.60']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2961,IPX,"['-', '-', '-2.19', '-0.16', '-0.17']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
2962,IQ,"['-', '-7.77', '-9.52', '-14.14', '-17.01']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2963,DTOC,"['-', '0.24']","['ttm', '12/31/2021']"
2964,IRNT,"['-', '-3.02', '-0.66']","['ttm', '1/31/2022', '1/31/2021']"
2965,IROQ,"['-', '1.88', '1.76', '1.37', '1.02']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
2966,IRS,"['-', '427.30', '-508.60', '244.43', '-439.80']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
2967,IRT,"['-', '0.41', '0.16', '0.51', '0.30']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2968,IRTC,"['-', '-3.46', '-1.58', '-2.16', '-2.02']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2969,ISD,"['-', '-', '3.36', '0.10', '0.98']","['ttm', '7/31/2022', '5/31/2021', '5/31/2020', '5/31/2019']"
2970,ISDR,"['-', '0.87', '0.56', '0.18', '0.25']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2971,ISEE,"['-', '-1.12', '-1.14', '-1.39', '1.70']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2972,BIDU,"['-', '28.64', '67.10', '5.68', '78.64']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2973,ISIG,"['-', '-2.01', '-2.48', '-2.94', '0.84']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2974,BIOT,"['-', '-0.25']","['ttm', '12/31/2021']"
2975,BIOX,"['-', '-0.17', '-0.18', '0.09', '-0.60', '-0.28']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019', '1/31/2019']"
2976,ISO,"['-', '-8.99', '-0.65', '-0.39']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
2977,ISPC,"['-', '-2.09', '-0.72', '-1.11', '-1.26']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2978,ISPO,"['-', '-', '-0.01', '-0.13', '-0.24']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2979,ISR,"['-', '-0.05', '-0.03', '-0.05', '-0.08']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
2980,ISSC,"['-', '0.32', '0.29', '0.19', '0.11']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
2981,ISUN,"['-', '-0.67', '-0.00', '-0.10', '-0.02']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2982,DYNT,"['-', '-0.26', '0.08', '-0.42', '-0.21']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
2983,IT,"['-', '9.33', '2.99', '2.60', '1.35']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2984,ITAQ,"['-', '-0.00']","['ttm', '12/31/2021']"
2985,ITCB,"['-', '-', '-2.22k', '312.64', '470.36']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2986,ITGR,"['-', '2.93', '2.35', '2.95', '5.23']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2987,ITI,"['-', '-0.16', '0.24', '-0.14', '-0.23']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
2988,ITQ,"['-', '0.23']","['ttm', '12/31/2021']"
2989,ITRG,"['-', '-0.58', '-0.42', '-0.50', '-0.46']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2990,ITRI,"['-', '-1.83', '-1.44', '1.24', '-2.53']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2991,ITRM,"['-', '-8.40', '-32.55', '-106.50', '-106.65']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2992,ITRN,"['-', '1.65', '0.77', '0.33', '3.06']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2993,ITUB,"['-', '2.72', '1.94', '2.78', '2.56']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2994,ITVPY,"['-', '0.94', '0.71', '1.18', '1.17']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2995,IVA,"['-', '-1.27', '-0.99', '-1.28', '-1.64']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2996,IVAC,"['-', '1.09', '0.04', '0.05', '0.16']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2997,IVC,"['-', '-1.31', '-0.83', '-1.59', '-1.33']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2998,BKRKY,"['-', '11.90k', '7.60k', '14.07k', '13.23k']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
2999,EBON,"['-', '0.60', '-7.50', '-9.72', '-2.82']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3000,EBR,"['-', '3.64', '4.07', '7.94', '9.80']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3001,EC,"['-', '8.12k', '821.08', '7.07k', '5.74k']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3002,IVDA,"['-', '-0.32', '-0.24']","['ttm', '12/31/2021', '12/31/2020']"
3003,IVR,"['-', '-4.80', '-98.90', '24.20', '-10.30']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3004,IVT,"['-', '-0.08', '-0.10', '0.50', '1.10']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3005,IX,"['-', '1.30k', '777.70', '1.19k', '1.26k']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
3006,JAGX,"['-', '-1.18', '-3.00', '-27.03', '-459.89']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3007,EDAP,"['-', '0.02', '-0.06', '0.05', '-0.01']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3008,EDBL,"['-', '-0.66']","['ttm', '12/31/2021']"
3009,JAKK,"['-', '-0.98', '-4.27', '-21.60', '-18.30']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3010,JBFCY,"['-', '21.21', '-41.78', '23.55', '30.65']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3011,JBHT,"['-', '7.24', '4.79', '4.86', '4.50']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3012,JBLU,"['-', '-0.57', '-4.91', '1.92', '0.60']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3013,JBSS,"['-', '5.36', '5.19', '4.72', '3.45']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
3014,JBT,"['-', '3.70', '3.40', '4.04', '3.26']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3015,JCE,"['-', '3.96', '1.10', '3.36', '-0.97']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3016,JCI,"['-', '-', '2.31', '0.84', '7.30']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
3017,JCIC,"['-', '0.37']","['ttm', '12/31/2021']"
3018,JEF,"['-', '6.29', '2.68', '3.07']","['ttm', '11/30/2021', '11/30/2020', '11/30/2019']"
3019,JFIN,"['-', '8.72', '4.68', '10.04', '11.44']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3020,JFR,"['-', '-', '1.58', '-0.94', '0.22']","['ttm', '7/31/2022', '7/31/2021', '7/31/2020', '7/31/2019']"
3021,JG,"['-', '-1.19', '-1.94', '-0.96', '-1.05']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3022,JGH,"['-', '0.96', '-0.06', '3.36', '-1.16']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3023,JHAA,"['-', '0.39', '0.22', '1.08', '-0.01']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3024,JHI,"['-', '2.95', '0.08', '2.59']","['ttm', '10/31/2021', '10/31/2020', '10/31/2019']"
3025,JKS,"['-', '15.12', '5.16', '21.24', '10.56']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3026,JMIA,"['-', '-2.27', '-2.21', '-3.24', '-2.55']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3027,JMM,"['-', '-', '0.66', '-0.18', '0.40']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
3028,JNPR,"['-', '0.78', '0.78', '1.01', '1.62']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3029,JQC,"['-', '-', '0.88', '-0.48', '0.29']","['ttm', '7/31/2022', '7/31/2021', '7/31/2020', '7/31/2019']"
3030,EFC,"['-', '2.58', '0.39', '1.76', '1.52']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3031,JOAN,"['-', '1.39', '5.26', '-13.54', '0.87']","['ttm', '1/31/2022', '1/31/2021', '1/31/2020', '1/31/2019']"
3032,JOUT,"['-', '4.42', '8.23', '5.48', '5.13']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
3033,JPC,"['-', '-', '1.72', '-0.61', '0.71']","['ttm', '7/31/2022', '7/31/2021', '7/31/2020', '7/31/2019']"
3034,EFSC,"['-', '3.86', '2.76', '3.56', '3.86']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3035,JT,"['-', '-9.40', '-14.40', '-17.32', '-7.89']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3036,JVA,"['-', '0.22', '-0.02', '-0.02']","['ttm', '10/31/2021', '10/31/2020', '10/31/2019']"
3037,JWN,"['-', '1.12', '-4.39', '3.20', '3.37']","['ttm', '1/31/2022', '1/31/2021', '1/31/2020', '1/31/2019']"
3038,JWSM,"['-', '-0.07']","['ttm', '12/31/2021']"
3039,JXN,"['-', '33.86', '-17.29', '-5.26', '21.02']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3040,JZXN,"['-', '-', '0.07', '0.17', '0.16']","['ttm', '10/31/2021', '4/30/2021', '10/31/2020', '10/31/2019']"
3041,KACL,"['-', '-0.01']","['ttm', '6/30/2022']"
3042,KAHC,"['-', '0.08']","['ttm', '12/31/2021']"
3043,KAI,"['-', '7.26', '4.81', '4.63', '5.45']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3044,KAIR,"['-', '0.24']","['ttm', '12/31/2021']"
3045,EGIO,"['-', '-0.45', '-0.16', '-0.14', '0.09']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3046,KALU,"['-', '-1.17', '1.82', '3.88', '5.53']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3047,KD,"['-', '-10.28', '-8.98', '-4.21', '-4.38']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3048,KEQU,"['-', '-2.20', '-1.33', '-1.70', '0.56']","['ttm', '4/30/2022', '4/30/2021', '4/30/2020', '4/30/2019']"
3049,KERN,"['-', '-26.20', '-26.20', '-40.80', '-7.40']","['ttm', '12/31/2021', '6/30/2020', '6/30/2019', '12/31/2018']"
3050,KFFB,"['-', '0.19', '0.22', '-1.52', '0.10']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
3051,KFRC,"['-', '3.50', '2.53', '5.71', '2.23']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3052,KFY,"['-', '6.04', '2.11', '1.91', '1.84']","['ttm', '4/30/2022', '4/30/2021', '4/30/2020', '4/30/2019']"
3053,KHC,"['-', '0.83', '0.29', '1.59', '-8.39']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3054,KMX,"['-', '7.09', '4.58', '5.39', '4.83']","['ttm', '2/28/2022', '2/28/2021', '2/29/2020', '2/28/2019']"
3055,KN,"['-', '1.63', '0.07', '0.54', '0.75']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3056,KNBWY,"['-', '71.73', '85.57', '68.00', '183.57']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3057,EJPRY,"['-', '-41.96', '-255.37', '87.50', '128.90']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
3058,KOD,"['-', '-5.16', '-2.91', '-1.25', '-2.77']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3059,KODK,"['-', '0.30', '-9.77', '2.23', '-0.84']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3060,KOP,"['-', '4.00', '5.81', '3.23', '1.12']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3061,KOPN,"['-', '-0.15', '-0.05', '-0.37', '-0.49']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3062,KOS,"['-', '-0.19', '-1.02', '-0.14', '-0.23']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3063,KOSS,"['-', '0.14', '0.06', '-0.06', '0.06']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
3064,EL,"['-', '6.64', '7.91', '1.90', '4.91']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
3065,GBTG,"['-', '-8.48', '-10.85', '2.35']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
3066,KPLT,"['-', '0.31', '0.23', '-0.19']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
3067,KRMD,"['-', '-0.10', '-0.03', '0.01', '0.02']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3068,KRNT,"['-', '0.33', '-0.11', '0.27', '0.36']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3069,KRNY,"['-', '0.95', '0.77', '0.55', '0.46']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
3070,KRP,"['-', '0.56', '-4.85', '-3.92', '-3.08']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3071,KT,"['-', '2.88k', '1.34k', '1.26k', '1.40k']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3072,KTB,"['-', '3.40', '1.19', '1.71', '4.64']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3073,KTOS,"['-', '-0.02', '0.69', '0.12', '-0.03']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3074,KTRA,"['-', '-26.00', '-80.00', '-43.50', '-158.00']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
3075,KTTA,"['-', '-0.21']","['ttm', '12/31/2021']"
3076,KUBTY,"['-', '727.60', '529.25', '607.95', '562.20']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3077,KUKE,"['-', '-1.96', '-0.67', '1.90', '1.31']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3078,KULR,"['-', '-0.15', '-0.03', '-0.02', '-0.03']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3079,KYMR,"['-', '-2.09', '-3.15', '-2.05', '-1.07']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3080,KYN,"['-', '2.66', '-6.21', '-1.01']","['ttm', '11/30/2021', '11/30/2020', '11/30/2019']"
3081,LAZR,"['-', '-0.69', '-2.54', '-0.31']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
3082,LAZY,"['-', '6.32', '3.06', '0.08', '-0.03']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3083,LBAI,"['-', '1.85', '1.13', '1.39', '1.32']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3084,LBRDK,"['-', '3.97', '2.18', '0.65', '0.39']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
3085,LBRT,"['-', '-1.03', '-1.36', '0.54', '1.84']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
