,Ticker,Basic EPS,date
713,ANGN,"['-', '-1.93', '-2.78', '-2.65', '-1.63']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
714,ANGO,"['-', '-0.68', '-0.82', '-4.37', '1.64']","['ttm', '5/31/2022', '5/31/2021', '5/31/2020', '5/31/2019']"
715,ANIX,"['-', '-0.45', '-0.45', '-0.59']","['ttm', '10/31/2021', '10/31/2020', '10/31/2019']"
716,ANNX,"['-', '-3.40', '-4.15', '-2.75', '-1.61']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
717,ANPC,"['-', '-174.40', '-143.80', '-204.82', '-75.10']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
718,ANTE,"['-', '-4.00', '2.40', '-10.00', '-28.80']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
719,ANTX,"['-', '-1.53', '-0.97']","['ttm', '12/31/2021', '12/31/2020']"
720,ANVS,"['-', '-1.90', '-0.87', '-0.17', '-0.16']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
721,ANY,"['-', '-0.58', '-0.98', '-1.59', '-15.80']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
722,ANZU,"['-', '-0.01']","['ttm', '12/31/2021']"
723,AOMR,"['-', '1.02', '0.05', '0.33']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
724,AON,"['-', '5.59', '8.49', '6.42', '4.62']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
725,AORT,"['-', '-0.38', '-0.44', '0.05', '-0.10']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
726,AOS,"['-', '3.09', '2.13', '2.28', '2.64']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
727,AOSL,"['-', '16.93', '2.25', '-0.27', '0.08']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
728,AOUT,"['-', '-4.66', '1.31', '-7.10', '-0.69']","['ttm', '4/30/2022', '4/30/2021', '4/30/2020', '4/30/2019']"
729,AP,"['-', '-0.67', '0.56', '-1.67', '-5.57']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
730,APA,"['-', '2.60', '-12.86', '-9.43', '0.11']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
731,APAM,"['-', '5.10', '3.40', '2.65', '2.84']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
732,APDN,"['-', '-0.93', '-2.07', '-3.32', '-9.69']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
733,APE,"['-', '-2.47', '-20.46', '-1.44', '1.06']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
734,APEI,"['-', '0.98', '1.27', '0.62', '1.56']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
735,APEN,"['-', '-0.82', '-0.99', '-1.27', '-2.31']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
736,APGB,"['-', '0.14', '-0.00', '-0.00']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
737,APGN,"['-', '-0.93', '-3.36']","['ttm', '12/31/2021', '12/31/2020']"
738,AXR,"['-', '2.21', '0.95', '-0.73', '0.19']","['ttm', '4/30/2022', '4/30/2021', '4/30/2020', '4/30/2019']"
739,APH,"['-', '2.66', '2.02', '1.94', '2.00']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
740,API,"['-', '-2.64', '-12.08', '-0.08', '-0.52']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
741,APLD,"['-', '-0.41', '-0.04', '-0.02']","['ttm', '5/31/2022', '5/31/2021', '5/31/2020']"
742,APLE,"['-', '0.08', '-0.77', '0.77', '0.90']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
743,APLS,"['-', '-8.84', '-4.59', '-4.90', '-2.34']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
744,APLT,"['-', '-4.12', '-4.28', '-3.55', '-1.80']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
745,APM,"['-', '-0.71', '0.20', '-0.64', '-0.53']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
746,APO,"['-', '7.32', '0.44', '3.72', '-0.21']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
747,APOG,"['-', '0.14', '0.59', '2.34', '1.64']","['ttm', '2/28/2022', '2/28/2021', '2/29/2020', '2/28/2019']"
748,APP,"['-', '0.10', '-0.39', '0.24']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
749,APPF,"['-', '0.03', '4.62', '1.07', '0.59']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
750,GHSI,"['-', '-1.04', '-0.60', '-1.80', '-2.12']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
751,APPH,"['-', '-1.74', '-0.46']","['ttm', '12/31/2021', '12/31/2020']"
752,HNW,"['-', '-', '4.41', '-2.40', '0.23']","['ttm', '4/30/2022', '4/30/2021', '4/30/2020', '4/30/2019']"
753,HOFT,"['-', '0.99', '-0.88', '1.44', '3.38']","['ttm', '1/31/2022', '1/31/2021', '1/31/2020', '1/31/2019']"
754,HOFV,"['-', '-1.03', '-2.68', '-1.76']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
755,APPN,"['-', '-1.25', '-0.48', '-0.77', '-0.80']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
756,APPS,"['-', '0.37', '0.62', '0.17', '-0.08']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
757,APRE,"['-', '-1.74', '-2.53', '-4.67', '-1.65']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
758,APRN,"['-', '-3.97', '-3.06', '-4.67', '-9.45']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
759,APTO,"['-', '-0.73', '-0.67', '-0.52', '-0.86']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
760,APTV,"['-', '1.95', '6.72', '3.85', '4.04']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
761,APTX,"['-', '-1.11', '-1.02', '-1.71', '-2.64']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
762,APVO,"['-', '-6.07', '-5.23', '-13.86', '-33.46']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
763,APWC,"['-', '-0.19', '-0.04', '-0.12', '0.21']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
764,APYX,"['-', '-0.44', '-0.35', '-0.58', '1.93']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
765,AQB,"['-', '-0.32', '-0.45', '-0.66', '-0.94']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
766,AQMS,"['-', '-0.26', '-0.42', '-0.86', '-1.18']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
767,AQN,"['-', '0.41', '1.38', '1.05', '0.38']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
768,AQST,"['-', '-1.85', '-1.66', '-2.61', '-2.96']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
769,AQUA,"['-', '-', '0.43', '0.97', '-0.08']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
770,AR,"['-', '-0.61', '-4.65', '-1.11', '-1.26']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
771,ARAV,"['-', '-1.95', '-1.93', '-1.57', '-10.64']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
772,ARAY,"['-', '-0.06', '-0.07', '0.04', '-0.19']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
773,ARBK,"['-', '0.77', '0.05', '-0.02']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
774,ARC,"['-', '0.22', '0.14', '0.07', '0.20']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
775,ARCB,"['-', '8.38', '2.80', '1.56', '2.61']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
776,ARCC,"['-', '3.51', '1.14', '1.86', '2.01']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
777,HPP,"['-', '0.04', '0.00', '0.28', '0.63']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
778,HPQ,"['-', '-', '5.38', '2.01', '2.08']","['ttm', '10/31/2022', '10/31/2021', '10/31/2020', '10/31/2019']"
779,ARCE,"['-', '-3.18', '0.30', '-0.18', '-1.64']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
780,ARCH,"['-', '22.04', '-22.74', '14.42', '15.90']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
781,ARDS,"['-', '-3.85', '-2.44', '-3.51', '-7.02']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
782,ARDX,"['-', '-1.52', '-1.05', '-1.47', '-1.62']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
783,ARE,"['-', '3.83', '6.03', '3.13', '3.53']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
784,AREB,"['-', '-4.85', '-8.00', '-20.00', '-5.60']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
785,AREC,"['-', '-0.59', '-0.35', '-2.94', '-3.69']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
786,AREN,"['-', '-7.87', '-50.16', '-22.88', '-37.18']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
787,ARES,"['-', '2.24', '0.89', '1.11', '0.30']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
788,ARGO,"['-', '-0.13', '-2.21', '-0.25', '1.87']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
789,ARGX,"['-', '-7.99', '-14.33', '-4.73', '-2.12']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
790,ARHS,"['-', '0.18', '0.09', '0.05']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
791,ARI,"['-', '1.48', '0.01', '1.41', '1.52']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
792,ARIS,"['-', '0.05', '-0.24', '0.74']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
793,ARKR,"['-', '3.67', '-1.34', '0.77']","['ttm', '9/30/2021', '9/30/2020', '9/30/2019']"
794,ARLP,"['-', '1.36', '-1.02', '3.07', '2.74']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
795,ARMK,"['-', '-', '-0.36', '-1.83', '1.82']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
796,ARMP,"['-', '-0.96', '-1.35', '-2.49', '-8.96']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
797,ARNC,"['-', '-3.65', '-1.00', '2.07', '1.51']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
798,AROC,"['-', '0.18', '-0.46', '0.70', '0.19']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
799,AROW,"['-', '3.02', '2.49', '2.30', '2.24']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
800,ARQQ,"['-', '-', '-3.98', '-0.01']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020']"
801,ARQT,"['-', '-4.18', '-3.80', '-1.20', '-1.10']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
802,ARR,"['-', '0.05', '-3.57', '-4.59', '-2.92']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
803,ARRW,"['-', '0.16']","['ttm', '12/31/2021']"
804,ARRY,"['-', '-0.51', '0.49', '0.17', '-0.48']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
805,GBOOY,"['-', '61.13', '53.50', '63.75', '56.19']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
806,ARTL,"['-', '-6.00', '-18.90', '-15.00']","['ttm', '8/31/2021', '8/31/2020', '8/31/2019']"
807,ARTNA,"['-', '1.79', '1.80', '1.61', '1.55']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
808,ARW,"['-', '15.29', '7.49', '-2.44', '8.19']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
809,ARWR,"['-', '-', '-1.36', '-0.84', '0.72']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
810,ARYD,"['-', '-0.40']","['ttm', '12/31/2021']"
811,ASA,"['-', '0.95', '9.25', '4.74']","['ttm', '11/30/2021', '11/30/2020', '11/30/2019']"
812,ASAI,"['-', '5.99', '5.21', '3.90', '4.01']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
813,ASAP,"['-', '-0.80', '3.20', '-80.00', '-43.60']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
814,ASAZY,"['-', '4.91', '4.13', '4.50', '1.24']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
815,ASB,"['-', '2.20', '1.87', '1.93', '1.92']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
816,ASC,"['-', '-1.12', '-0.18', '-0.69', '-1.31']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
817,GLBL,"['-', '-0.03']","['ttm', '12/31/2021']"
818,GLBS,"['-', '1.01', '-18.11', '-873.00', '-111.00']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
819,GLBZ,"['-', '0.88', '0.59', '0.57', '0.56']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
820,GLSI,"['-', '-0.35', '-0.20', '-0.29', '-0.14']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
821,GLST,"['-', '-0.00', '-0.00']","['ttm', '12/31/2021', '12/31/2020']"
822,NTNX,"['-', '-3.62', '-5.01', '-4.48', '-3.43']","['ttm', '7/31/2022', '7/31/2021', '7/31/2020', '7/31/2019']"
823,HSCS,"['-', '-0.60', '-0.30', '-0.47']","['ttm', '4/30/2022', '4/30/2021', '4/30/2020']"
824,ASG,"['-', '1.37', '2.46', '1.71', '-0.04']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
825,ASGN,"['-', '7.78', '3.80', '3.31', '3.02']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
826,ASH,"['-', '-', '3.86', '-8.33', '8.42']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
827,HTLD,"['-', '1.00', '0.87', '0.89', '0.88']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
828,NWTN,"['-', '-0.04', '-0.04']","['ttm', '12/31/2021', '12/31/2020']"
829,ASHTY,"['-', '11.24', '8.69', '8.09', '8.59']","['ttm', '4/30/2022', '4/30/2021', '4/30/2020', '4/30/2019']"
830,NXGL,"['-', '-1.45', '-0.41', '-0.35', '-0.34']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
831,ASIX,"['-', '4.97', '1.64', '1.47', '2.20']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
832,NXGN,"['-', '0.02', '0.14', '0.11', '0.38']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
833,ASLE,"['-', '0.84', '0.21', '-516.98', '-668.04']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
834,ASM,"['-', '-0.02', '-0.09', '-0.45', '0.03']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
835,ASMIY,"['-', '10.17', '5.84', '6.66', '3.00']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
836,ASML,"['-', '14.36', '8.49', '6.13', '5.94']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
837,ASND,"['-', '-7.00', '-8.28', '-4.69', '-3.17']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
838,ASNS,"['-', '-0.24', '-0.04']","['ttm', '12/31/2021', '12/31/2020']"
839,ASPN,"['-', '-1.22', '-0.83', '-0.60', '-1.45']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
840,ASPU,"['-', '-0.38', '-0.44', '-0.29', '-0.50']","['ttm', '4/30/2022', '4/30/2021', '4/30/2020', '4/30/2019']"
841,ASR,"['-', '199.46', '65.74', '182.19', '166.25']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
842,ASRT,"['-', '-0.03', '-1.08', '-12.28', '2.32']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
843,ASRV,"['-', '0.41', '0.27', '0.35', '0.43']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
844,GNFT,"['-', '1.51', '-2.60', '-1.76', '-2.55']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
845,ASTC,"['-', '-5.10', '-10.50', '-39.30', '-45.90']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
846,ASTE,"['-', '0.78', '2.08', '0.95', '-2.64']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
847,ASTI,"['-', '-1.54', '1.18', '-15.00', '-3.45k']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
848,ASTR,"['-', '-7.82', '-0.27', '-0.21']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
849,ASTS,"['-', '-0.59', '-0.63']","['ttm', '12/31/2021', '12/31/2020']"
850,ASUR,"['-', '0.17', '-1.03', '1.93', '-0.54']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
851,ODC,"['-', '0.83', '1.61', '2.70', '1.82']","['ttm', '7/31/2022', '7/31/2021', '7/31/2020', '7/31/2019']"
852,ASX,"['-', '29.68', '12.94', '7.92', '11.90']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
853,ASXC,"['-', '-0.28', '-0.85', '-8.69', '-3.90']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
854,ASYS,"['-', '-', '0.11', '-1.11', '-0.36']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
855,ATA,"['-', '0.14']","['ttm', '12/31/2021']"
856,ATAI,"['-', '-1.21', '-1.11', '-0.09']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
857,ATAQ,"['-', '-0.42']","['ttm', '12/31/2021']"
858,ATAT,"['-', '1.00', '0.33', '0.12']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
859,ATCO,"['-', '1.36', '0.52', '1.72', '1.34']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
860,ATER,"['-', '-6.63', '-3.68', '-3.21', '-1.81']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
861,ATEX,"['-', '-2.07', '-3.13', '-2.29', '-2.88']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
862,ATEYY,"['-', '449.56', '353.87', '270.12', '302.35']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
863,ATGE,"['-', '6.57', '1.50', '-1.59', '1.63']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
864,GOLD,"['-', '1.14', '1.31', '2.26', '-1.32']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
865,GOLF,"['-', '2.40', '1.29', '1.61', '1.34']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
866,ATHM,"['-', '17.20', '28.42', '26.99', '24.40']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
867,ATHX,"['-', '-0.39', '-0.42', '-0.29', '-0.18']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
868,ATIF,"['-', '-0.31', '-0.90', '-1.85', '0.05']","['ttm', '7/31/2022', '7/31/2021', '7/31/2020', '7/31/2019']"
869,ATIP,"['-', '-3.96', '-0.00', '0.05']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
870,ATKR,"['-', '-', '12.38', '3.15', '2.91']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
871,ATLC,"['-', '10.32', '5.32', '1.74', '0.56']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
872,ATLO,"['-', '2.62', '2.06', '1.86', '1.83']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
873,ATNF,"['-', '-13.00', '-13.20', '-46.00']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
874,ATNI,"['-', '-1.52', '-0.89', '-0.68', '1.24']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
875,ATNM,"['-', '-1.20', '-1.83', '-4.50', '-6.60']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
876,ATNX,"['-', '-1.92', '-1.72', '-1.67', '-1.82']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
877,ATO,"['-', '-', '5.12', '4.89', '4.36']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
878,ATOM,"['-', '-0.70', '-0.79', '-0.84', '-1.02']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
879,ATR,"['-', '3.72', '3.32', '3.81', '3.12']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
880,ATRA,"['-', '-3.63', '-4.15', '-5.67', '-5.27']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
881,ATRC,"['-', '1.11', '-1.14', '-0.94', '-0.62']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
882,ATRI,"['-', '18.22', '17.49', '19.82', '18.49']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
883,ATRO,"['-', '-0.82', '-3.76', '1.62', '1.45']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
884,ATTO,"['-', '-6.38', '-3.35', '-5.63', '1.26']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
885,ATUS,"['-', '2.16', '0.75', '0.21', '0.03']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
886,ATVI,"['-', '3.47', '2.85', '1.96', '2.38']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
887,ATXG,"['-', '0.00', '-0.14', '-0.06', '-0.03']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
888,ATXI,"['-', '-3.30', '-4.65', '-24.75', '-31.50']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
889,ATXS,"['-', '-49.16', '-12.18', '-14.10', '-30.72']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
890,AU,"['-', '1.48', '2.27', '-0.03', '0.32']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
891,AUB,"['-', '3.26', '1.93', '2.41', '2.22']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
892,AUBN,"['-', '2.27', '2.09', '2.72', '2.42']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
893,AUD,"['-', '-0.03', '-1.80', '-3.07', '-2.63']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
894,AUDC,"['-', '1.03', '0.87', '0.14', '0.47']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
895,AUGX,"['-', '-0.48', '-0.58', '-0.69']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
896,GPC,"['-', '6.27', '-0.20', '4.26', '5.53']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
897,AUID,"['-', '-0.83', '-0.60', '-0.60', '-0.60']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
898,AUMN,"['-', '-0.01', '-0.07', '-0.05', '-0.02']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
899,FLC,"['-', '1.74', '1.74', '4.00']","['ttm', '11/30/2021', '11/30/2020', '11/30/2019']"
900,AUPH,"['-', '-1.40', '-0.87', '-1.33', '-0.76']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
901,AUR,"['-', '-1.22', '-0.19', '-0.08']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
902,AURA,"['-', '-8.95', '-1.60', '-1.74']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
903,AURC,"['-', '-0.53']","['ttm', '12/31/2021']"
904,GRF,"['-', '2.18', '1.00', '1.70', '-0.42']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
905,PACW,"['-', '5.10', '-10.61', '3.90', '3.72']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
906,PAI,"['-', '0.02', '1.36', '2.17', '-0.70']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
907,AUST,"['-', '-0.04', '-0.16']","['ttm', '12/31/2021', '12/31/2020']"
908,AUTL,"['-', '-1.97', '-2.76', '-2.88']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
909,GRFS,"['-', '0.27', '0.90', '0.91', '0.87']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
910,GRFX,"['-', '-2.20', '-3.88', '-2.58', '-1.70']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
911,PARAA,"['-', '7.02', '3.93', '5.38', '5.20']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
912,AUUD,"['-', '-1.30', '-0.39', '-0.04', '-0.06']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
913,AUVI,"['-', '-0.86', '-0.59', '0.44', '0.11']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
914,JAMF,"['-', '-0.64', '-0.22', '-0.17', '-0.33']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
915,JAZZ,"['-', '-5.52', '4.28', '9.22', '7.45']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
